study_id,outcome_id,title,year,authors,outcome_name,outcome_dimension,blooms_level,n_treatment,n_control,m_treatment,sd_treatment,m_control,sd_control,hedges_g,se_g,ci_lower,ci_upper,cohens_d,t_value,f_value,p_value,eta_squared,effect_source,extraction_method,effect_direction,flag,study_design,genai_tool,measure_type,measure_instrument,source,reliability,review_needed,extraction_status,mean_difference,standard_error,confidence_interval_lower,confidence_interval_upper,u_value,z_value,effect_size,sample_size_total,relative_effect,verification_status,verification_confidence,data_tier,verification_method
30,030_01,"Struggle First, Prompt Later: How Task Complexity Shapes Learning with GenAI-Assisted Pretesting",2025.0,Mahir Akgün; Şacip Toker,learning outcomes,cognitive,apply,,,,,,,,,,,,,,,,insufficient_data,,positive,,,,post-test,multiple-choice test,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
30,030_02,"Struggle First, Prompt Later: How Task Complexity Shapes Learning with GenAI-Assisted Pretesting",2025.0,Mahir Akgün; Şacip Toker,motivation,affective,,,,,,,,,,,,,,,,,insufficient_data,,positive,,,,post-test,,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
30,030_03,"Struggle First, Prompt Later: How Task Complexity Shapes Learning with GenAI-Assisted Pretesting",2025.0,Mahir Akgün; Şacip Toker,perceived choice,affective,,,,,,,,,,,,,,,,,insufficient_data,,,,,,post-test,,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
30,030_04,"Struggle First, Prompt Later: How Task Complexity Shapes Learning with GenAI-Assisted Pretesting",2025.0,Mahir Akgün; Şacip Toker,perceived value,affective,,,,,,,,,,,,,,,,,insufficient_data,,,,,,post-test,,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
30,030_05,"Struggle First, Prompt Later: How Task Complexity Shapes Learning with GenAI-Assisted Pretesting",2025.0,Mahir Akgün; Şacip Toker,recall test,cognitive,remember,29.0,31.0,71.03,13.7,72.9,11.01,-0.1491,0.2587,-0.6561,0.358,-0.151,0.584,,0.562,,calculated_M_SD,,,,,,post-test,multiple-choice test,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
30,030_06,"Struggle First, Prompt Later: How Task Complexity Shapes Learning with GenAI-Assisted Pretesting",2025.0,Mahir Akgün; Şacip Toker,final test,cognitive,apply,29.0,31.0,91.85,9.52,78.59,7.62,1.523,,,,1.543,5.979,,< .001,,from_cohens_d,,positive,,,,post-test,multiple-choice transfer test,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
31,031_01,Teaching Program Based on (ChatGPT) and Its Effectiveness in Developing Reading Comprehension Skills for English Language Students at University,2025.0,Mai Al-Otaibi; Khalid Mohamed Al-Homidhi,literal comprehension skills,cognitive,understand,30.0,30.0,8.95,1.32,8.9,1.43,0.0359,0.2582,-0.4702,0.542,0.0363,0.163,,0.871,,calculated_M_SD,,,,,,pre-test,reading comprehension skills test,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
31,031_02,Teaching Program Based on (ChatGPT) and Its Effectiveness in Developing Reading Comprehension Skills for English Language Students at University,2025.0,Mai Al-Otaibi; Khalid Mohamed Al-Homidhi,deductive comprehension skills,cognitive,analyze,30.0,30.0,9.14,1.23,9.1,1.4,0.03,0.2582,-0.4761,0.5361,0.0304,0.097,,0.923,,calculated_M_SD,,,,,,pre-test,reading comprehension skills test,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
31,031_03,Teaching Program Based on (ChatGPT) and Its Effectiveness in Developing Reading Comprehension Skills for English Language Students at University,2025.0,Mai Al-Otaibi; Khalid Mohamed Al-Homidhi,critical comprehension skills,cognitive,evaluate,30.0,30.0,9.2,1.03,9.22,1.35,-0.0164,0.2582,-0.5225,0.4896,-0.0167,,,,,calculated_M_SD,,,,,,pre-test,reading comprehension skills test,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
31,031_04,Teaching Program Based on (ChatGPT) and Its Effectiveness in Developing Reading Comprehension Skills for English Language Students at University,2025.0,Mai Al-Otaibi; Khalid Mohamed Al-Homidhi,aesthetic comprehension skills,cognitive,evaluate,30.0,30.0,,,,,,,,,,,,,,insufficient_data,,,,,,post-test,reading comprehension skills test,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
31,031_05,Teaching Program Based on (ChatGPT) and Its Effectiveness in Developing Reading Comprehension Skills for English Language Students at University,2025.0,Mai Al-Otaibi; Khalid Mohamed Al-Homidhi,creative comprehension skills,cognitive,create,30.0,30.0,,,,,,,,,,,,,,insufficient_data,,,,,,post-test,reading comprehension skills test,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
31,031_06,Teaching Program Based on (ChatGPT) and Its Effectiveness in Developing Reading Comprehension Skills for English Language Students at University,2025.0,Mai Al-Otaibi; Khalid Mohamed Al-Homidhi,inferential comprehension skills,cognitive,analyze,30.0,30.0,,,,,,,,,,,,,,insufficient_data,,,,,,post-test,reading comprehension skills test,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
32,032_01,The Effect of a Generative AI-Based Teaching Strategy on Building Students' Competency.,2025.0,Ching-Yi Chang; Wen-Song Su,knowledge,cognitive,understand,33.0,33.0,75.19,14.16,75.58,10.0,-0.0314,0.2462,-0.514,0.4511,-0.0318,2.61,,< .05,,calculated_M_SD,,positive,,,,post-test,researcher-developed obstetric knowledge test,Semantic Scholar,0.78,,,,,,,,,,,,VERIFIED,100.0,1,pdf_cross_check
32,032_02,The Effect of a Generative AI-Based Teaching Strategy on Building Students' Competency.,2025.0,Ching-Yi Chang; Wen-Song Su,self-efficacy,affective,,33.0,33.0,4.74,0.48,3.85,0.67,1.5092,0.279,0.9622,2.0561,1.5271,6.28,,< .01,,calculated_M_SD,,positive,,,,post-test,5-point Likert scale,Semantic Scholar,0.9,,,,,,,,,,,,VERIFIED,100.0,1,pdf_cross_check
32,032_03,The Effect of a Generative AI-Based Teaching Strategy on Building Students' Competency.,2025.0,Ching-Yi Chang; Wen-Song Su,problem solving abilities,cognitive,analyze,33.0,33.0,4.58,0.5,3.92,0.79,0.9866,0.2607,0.4756,1.4976,0.9983,4.05,,< .01,,calculated_M_SD,,positive,,,,post-test,Lai and Hwang problem solving questionnaire,Semantic Scholar,,,,,,,,,,,,,VERIFIED,100.0,1,pdf_cross_check
32,032_04,The Effect of a Generative AI-Based Teaching Strategy on Building Students' Competency.,2025.0,Ching-Yi Chang; Wen-Song Su,decision-making skills,cognitive,evaluate,33.0,33.0,4.46,0.51,3.82,0.71,1.0232,0.2618,0.5101,1.5363,1.0354,4.14,,< .01,,calculated_M_SD,,positive,,,,post-test,case-based discussion tool,Semantic Scholar,0.93,,,,,,,,,,,,VERIFIED,100.0,1,pdf_cross_check
33,033_01,The Impact of Media Literacy on Developing Media Students' Skills in Verifying AI-Generated Images Published on Social Media Platforms,2025.0,Haneen Saad Salman; Farid Saleh Fayyad,Access Skill,cognitive,access,30.0,,4.47,1.17,2.87,1.01,,,,,,6.24,,,,insufficient_data,table_ocr,,,,,pre-post comparison,AI-Generated Image Verification Skills Test,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
33,033_02,The Impact of Media Literacy on Developing Media Students' Skills in Verifying AI-Generated Images Published on Social Media Platforms,2025.0,Haneen Saad Salman; Farid Saleh Fayyad,Analysis Skill,cognitive,analyze,30.0,,3.77,1.19,2.1,1.06,,,,,,5.77,,,,insufficient_data,table_ocr,,,,,pre-post comparison,AI-Generated Image Verification Skills Test,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
33,033_03,The Impact of Media Literacy on Developing Media Students' Skills in Verifying AI-Generated Images Published on Social Media Platforms,2025.0,Haneen Saad Salman; Farid Saleh Fayyad,Collective Inference Skill,cognitive,understand,30.0,,1.9,0.8,1.27,0.83,,,,,,3.07,,,,insufficient_data,table_ocr,,,,,pre-post comparison,AI-Generated Image Verification Skills Test,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
33,033_04,The Impact of Media Literacy on Developing Media Students' Skills in Verifying AI-Generated Images Published on Social Media Platforms,2025.0,Haneen Saad Salman; Farid Saleh Fayyad,Evaluation Skill,cognitive,evaluate,30.0,,2.0,0.45,1.13,0.82,,,,,,4.88,,,,insufficient_data,table_ocr,,,,,pre-post comparison,AI-Generated Image Verification Skills Test,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
34,034_01,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Academic Performance - Pre-Training,cognitive,,75.0,75.0,78.0,6.0,75.0,5.0,0.5405,0.1663,0.2146,0.8663,0.5432,,,,,calculated_from_table,table_ocr,,,,,pre-test,,OpenAlex,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
34,034_02,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Academic Performance - Post-Training,cognitive,,75.0,75.0,85.0,5.0,78.0,6.0,1.2611,0.1788,0.9106,1.6115,1.2675,,,,,calculated_from_table,table_ocr,,,,,post-test,,OpenAlex,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
34,034_03,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Moral Behavior Level - Pre-Training,behavioral,,75.0,75.0,82.0,4.0,70.0,4.0,2.9848,0.2374,2.5195,3.4501,3.0,,,,,calculated_from_table,table_ocr,,,,,pre-test,,OpenAlex,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
34,034_04,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Moral Behavior Level - Post-Training,behavioral,,75.0,75.0,82.0,4.0,72.0,5.0,2.1974,0.2068,1.7921,2.6027,2.2086,,,,,calculated_from_table,table_ocr,,,,,post-test,,OpenAlex,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
34,034_05,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Self-Efficacy - Pre-Training,affective,,75.0,75.0,80.0,3.0,68.0,3.0,3.9797,0.2819,3.4272,4.5322,4.0,,,,,calculated_from_table,table_ocr,,extreme_value,,,pre-test,,OpenAlex,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
34,034_06,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Self-Efficacy - Post-Training,affective,,75.0,75.0,80.0,3.0,70.0,4.0,2.8141,0.2304,2.3626,3.2656,2.8284,,,,,calculated_from_table,table_ocr,,,,,post-test,,OpenAlex,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
34,034_07,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Academic Performance - Paired t-test,cognitive,,75.0,75.0,,,,,0.9065847519076502,0.1714827096472747,0.5704786409989917,1.2426908628163087,0.9112101843153424,5.58,,<0.001,,calculated_t_value,calculated_from_table,,,,,paired-test,,OpenAlex,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
34,034_08,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Academic Performance - Independent t-test,cognitive,,75.0,75.0,,,,,1.4817299170963745,0.184350423082585,1.1204030878545077,1.8430567463382412,1.4892897636121722,9.12,,<0.001,,calculated_t_value,calculated_from_table,,,,,independent-test,,OpenAlex,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
34,034_09,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Moral Behavior Level - Paired t-test,behavioral,,75.0,75.0,,,,,0.3980524448340041,0.1649085175568394,0.0748317504225988,0.7212731392454095,0.4000833246545858,2.45,,<0.05,,calculated_t_value,calculated_from_table,,,,,paired-test,,OpenAlex,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
34,034_10,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Moral Behavior Level - Independent t-test,behavioral,,75.0,75.0,,,,,0.8838388979171358,0.1710864420643492,0.5485094714710113,1.2191683243632605,0.8883482800493661,5.44,,<0.001,,calculated_t_value,calculated_from_table,,,,,independent-test,,OpenAlex,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
34,034_11,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Self-Efficacy - Paired t-test,affective,,75.0,75.0,,,,,1.6263285603217883,0.1883697125877577,1.257123923649783,1.9955331969937935,1.6346261550173076,10.01,,<0.001,,calculated_t_value,calculated_from_table,,,,,paired-test,,OpenAlex,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
34,034_12,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Self-Efficacy - Control Group Paired t-test,affective,,75.0,75.0,,,,,0.4841617492266662,0.1656745061801827,0.159439717113508,0.8088837813398244,0.4866319622329247,2.98,,<0.05,,calculated_t_value,calculated_from_table,,,,,paired-test,,OpenAlex,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
34,034_13,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Self-Efficacy - Experimental Group Independent t-test,affective,,75.0,75.0,,,,,0.9715729061662632,0.1726649347917941,0.6331496339743465,1.3099961783581795,0.9765299107895604,5.98,,<0.001,,calculated_t_value,calculated_from_table,,,,,independent-test,,OpenAlex,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
34,034_14,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Self-Efficacy - Control Group Independent t-test,affective,,75.0,75.0,,,,,2.022756301299327,0.2007614094262651,1.6292639388238477,2.416248663774806,2.033076486510038,12.45,,<0.001,,calculated_t_value,calculated_from_table,,,,,independent-test,,OpenAlex,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
34,034_15,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Academic Achievement - ANOVA,cognitive,,75.0,75.0,,,,,0.8800437563348654,0.1710212171346387,0.5448421707509734,1.2152453419187574,0.8845337754998392,,29.34,<0.001,,calculated_f_value,calculated_from_table,,,,,anova,,OpenAlex,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
34,034_16,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Moral Behavior Level - ANOVA,behavioral,,75.0,75.0,,,,,0.9300631381640688,0.1719013034754885,0.5931365833521115,1.2669896929760265,0.9348083582567428,,32.77,<0.001,,calculated_f_value,calculated_from_table,,,,,anova,,OpenAlex,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
34,034_17,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Self-Efficacy - ANOVA,affective,,75.0,75.0,,,,,1.0031148444752012,0.1732651089247006,0.6635152309827881,1.3427144579676142,1.0082327773551767,,38.12,<0.001,,calculated_f_value,calculated_from_table,,,,,anova,,OpenAlex,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
35,035_01,The Motivational Impact of GenAI Tools in Language Learning: a Quasi‐Experiment Study,2025.0,Renfeng Jiang; Yang Gang; Shen Qi,autonomous motivation,affective,,168.0,118.0,,,,,,,,,,,,< .05,,insufficient_data,,positive,,,,pre-post_change,Alamer (2022) autonomous motivation scale,Semantic Scholar,0.897,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
35,035_02,The Motivational Impact of GenAI Tools in Language Learning: a Quasi‐Experiment Study,2025.0,Renfeng Jiang; Yang Gang; Shen Qi,autonomy,affective,,168.0,118.0,4.068,0.815,4.044,0.845,0.0289,0.1201,-0.2065,0.2644,0.029,,,,,calculated_M_SD,,positive,,,,pre-post_change,Basic Psychological Needs scale,Semantic Scholar,0.841,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
35,035_03,The Motivational Impact of GenAI Tools in Language Learning: a Quasi‐Experiment Study,2025.0,Renfeng Jiang; Yang Gang; Shen Qi,competence,affective,,168.0,118.0,4.152,0.894,4.469,0.831,-0.364,0.1211,-0.6013,-0.1267,-0.365,,,,,calculated_M_SD,,negative,,,,pre-post_change,Basic Psychological Needs scale,Semantic Scholar,0.839,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
35,035_04,The Motivational Impact of GenAI Tools in Language Learning: a Quasi‐Experiment Study,2025.0,Renfeng Jiang; Yang Gang; Shen Qi,relatedness,affective,,168.0,118.0,3.673,0.924,3.756,0.86,-0.0922,0.1202,-0.3277,0.1434,-0.0924,,,,,calculated_M_SD,,negative,,,,pre-post_change,Basic Psychological Needs scale,Semantic Scholar,0.885,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
36,036_01,The Use of Artificial Intelligence and Its Impact on Secondary School Students in Khyber Pakhtunkhwa: A Study of Educational Outcomes and Learning Behaviours,2025.0,Wafa Muhammad; Dr. Farooq Nawaz Khan; Akhtar Hussain; Farkhanda Nazli,Exercise programme,cognitive,apply,27.0,28.0,21.074,3.649,17.8,3.85,0.86,0.2819,0.3075,1.4126,0.8724,,,0.0,,calculated_from_table,table_ocr,,,,,post-test,Programming exercise programme,Semantic Scholar,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
36,036_02,The Use of Artificial Intelligence and Its Impact on Secondary School Students in Khyber Pakhtunkhwa: A Study of Educational Outcomes and Learning Behaviours,2025.0,Wafa Muhammad; Dr. Farooq Nawaz Khan; Akhtar Hussain; Farkhanda Nazli,Test programme,cognitive,apply,27.0,28.0,17.796,4.445,17.58,4.881,0.0456,0.2698,-0.4832,0.5743,0.0462,,,0.538,,calculated_from_table,table_ocr,,,,,post-test,Programming test programme,Semantic Scholar,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
36,036_03,The Use of Artificial Intelligence and Its Impact on Secondary School Students in Khyber Pakhtunkhwa: A Study of Educational Outcomes and Learning Behaviours,2025.0,Wafa Muhammad; Dr. Farooq Nawaz Khan; Akhtar Hussain; Farkhanda Nazli,Independent and Persistent,metacognitive,,27.0,27.0,3.7963,0.72107,3.7222,0.75249,0.0991,0.2723,-0.4347,0.6329,0.1005,0.369,,0.713,,calculated_from_table,table_ocr,,,,,pre-test,Self-efficacy questionnaire,Semantic Scholar,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
36,036_04,The Use of Artificial Intelligence and Its Impact on Secondary School Students in Khyber Pakhtunkhwa: A Study of Educational Outcomes and Learning Behaviours,2025.0,Wafa Muhammad; Dr. Farooq Nawaz Khan; Akhtar Hussain; Farkhanda Nazli,Self-Regulation,metacognitive,,27.0,27.0,3.5648,0.48334,3.3056,0.66627,0.4389,0.2754,-0.1009,0.9787,0.4453,1.637,,0.108,,calculated_from_table,table_ocr,,,,,pre-test,Self-efficacy questionnaire,Semantic Scholar,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
36,036_05,The Use of Artificial Intelligence and Its Impact on Secondary School Students in Khyber Pakhtunkhwa: A Study of Educational Outcomes and Learning Behaviours,2025.0,Wafa Muhammad; Dr. Farooq Nawaz Khan; Akhtar Hussain; Farkhanda Nazli,Complex Programming Tasks,metacognitive,,27.0,27.0,2.7259,0.77885,2.5556,0.9337,0.1952,0.2728,-0.3395,0.7299,0.1981,0.728,,0.47,,calculated_from_table,table_ocr,,,,,pre-test,Self-efficacy questionnaire,Semantic Scholar,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
36,036_06,The Use of Artificial Intelligence and Its Impact on Secondary School Students in Khyber Pakhtunkhwa: A Study of Educational Outcomes and Learning Behaviours,2025.0,Wafa Muhammad; Dr. Farooq Nawaz Khan; Akhtar Hussain; Farkhanda Nazli,Independent and Persistent,metacognitive,,27.0,27.0,3.99,0.57,3.8,0.67,0.301,0.2737,-0.2354,0.8375,0.3055,1.125,,0.266,,calculated_from_table,table_ocr,,,,,post-test,Self-efficacy questionnaire,Semantic Scholar,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
36,036_07,The Use of Artificial Intelligence and Its Impact on Secondary School Students in Khyber Pakhtunkhwa: A Study of Educational Outcomes and Learning Behaviours,2025.0,Wafa Muhammad; Dr. Farooq Nawaz Khan; Akhtar Hussain; Farkhanda Nazli,Self-Regulation,metacognitive,,27.0,27.0,3.61,0.35,3.34,0.36,0.7495,0.2816,0.1976,1.3013,0.7605,2.778,,0.008,,calculated_from_table,table_ocr,,,,,post-test,Self-efficacy questionnaire,Semantic Scholar,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
36,036_08,The Use of Artificial Intelligence and Its Impact on Secondary School Students in Khyber Pakhtunkhwa: A Study of Educational Outcomes and Learning Behaviours,2025.0,Wafa Muhammad; Dr. Farooq Nawaz Khan; Akhtar Hussain; Farkhanda Nazli,Complex Programming Tasks,metacognitive,,27.0,27.0,3.39,0.75,2.81,0.89,0.6945,0.2803,0.1452,1.2438,0.7048,2.55,,0.014,,calculated_from_table,table_ocr,,,,,post-test,Self-efficacy questionnaire,Semantic Scholar,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
37,037_01,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,compassion ratings,affective,,54.0,54.0,4.08,0.59,3.5,0.524,0.7248,,,,0.73,5.36,,< .001,,from_cohens_d,,positive,,,,post-test,5-point Likert scale,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
37,037_02,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,response preference,affective,,54.0,54.0,,,,,0.6752,,,,0.68,5.03,,< .001,,from_cohens_d,,positive,,,,post-test,binary forced-choice,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
37,037_03,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,compassion ratings,affective,,197.0,197.0,4.06,0.65,,,0.799354543453101,0.1047050952060379,0.5941325568492666,1.0045765300569354,0.8008878322193154,,63.18,< .001,0.24,calculated_f_value,calculated_from_table,positive,,,,post-test,5-point Likert scale,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
37,037_04,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,compassion ratings,affective,,247.0,247.0,4.08,0.63,3.47,0.6,0.9901,0.0953,0.8032,1.1769,0.9916,,154.36,< .001,0.39,calculated_M_SD,,positive,,,,post-test,5-point Likert scale,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
37,037_05,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,response preference,affective,,126.0,126.0,,,,,1.0169,,,,1.02,11.5,,< .001,,from_cohens_d,,positive,,,,post-test,binary forced-choice,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
37,037_06,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,response preference,affective,,121.0,121.0,,,,,0.4685,,,,0.47,5.18,,< .001,,from_cohens_d,,positive,,,,post-test,binary forced-choice,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
37,037_07,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,compassion ratings,affective,,58.0,58.0,3.91,0.47,3.41,0.51,1.0128,0.1972,0.6262,1.3994,1.0196,,32.69,< .001,0.36,calculated_M_SD,,positive,,,,post-test,5-point Likert scale,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
37,037_08,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,response preference,affective,,58.0,58.0,,,,,0.7053,,,,0.71,5.41,,< .001,,from_cohens_d,,positive,,,,post-test,binary forced-choice,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
37,037_09,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,understanding,affective,,58.0,58.0,,,,,,,,,,,,,,insufficient_data,,positive,,,,post-test,5-point Likert scale,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
37,037_10,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,validation,affective,,58.0,58.0,,,,,,,,,,,,,,insufficient_data,,positive,,,,post-test,5-point Likert scale,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
37,037_11,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,caring,affective,,58.0,58.0,,,,,,,,,,,,,,insufficient_data,,positive,,,,post-test,5-point Likert scale,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
38,038_01,Use and Effectiveness of Chatbots as Support Tools in GIS Programming Course Assignments,2025.0,Hartwig H. Hochmair,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenAlex,,,ocr_failed,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
40,040_01,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Overall Writing Quality,cognitive,create,100.0,100.0,4.3,0.644,,,,,,,,,,,,insufficient_data,table_ocr,,,,,post-test,Writing Quality Assessment,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
