study_id,outcome_id,title,year,authors,outcome_name,outcome_dimension,blooms_level,n_treatment,n_control,m_treatment,sd_treatment,m_control,sd_control,hedges_g,se_g,ci_lower,ci_upper,cohens_d,t_value,f_value,p_value,eta_squared,study_design,genai_tool,source,doi,age_mean_control,age_mean_treatment,age_sd_control,age_sd_treatment,baseline_age_p,baseline_age_t,baseline_gender_chi2,baseline_gender_p,baseline_gpa_p,baseline_gpa_t,extraction_confidence,gender_female_n_control,gender_female_n_treatment,gender_male_n_control,gender_male_n_treatment,gpa_mean_control,gpa_mean_treatment,gpa_sd_control,gpa_sd_treatment,grade_level_control,grade_level_treatment,group_label_control,group_label_treatment,notes,program_type_control,program_type_treatment,blooms_category,academic_level,hedges_g_original
50,050_02,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,Baseline CCTS Score,cognitive,analyze,50.0,51.0,24.0,-52.0,25.0,28.5,-0.0237,0.199,-0.4138,0.3664,-0.0239,,,0.23,,RCT,ChatGPT,Semantic Scholar,10.1080/0142159X.2024.2413023,24.8,25.0,2.6,2.0,0.73,,,0.77,,,high,22.0,24.0,30.0,27.0,,,,,undergraduate and postgraduate,undergraduate and postgraduate,Control group,Intervention group,"Table 1 shows participant demographic characteristics. Control group (n=52): 22 undergraduate (42%), 30 postgraduate (58%). Intervention group (n=51): 21 undergraduate (41%), 30 postgraduate (59%). Entrance English scores also reported.",undergraduate and postgraduate,undergraduate and postgraduate,higher_order,mixed,-0.0237
50,050_03,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,Baseline GFS Score,affective,not_reported,50.0,51.0,4.2,-7.0,3.9,3.3,0.0546,0.1991,-0.3356,0.4447,0.055,,,0.06,,RCT,ChatGPT,Semantic Scholar,10.1080/0142159X.2024.2413023,24.8,25.0,2.6,2.0,0.73,,,0.77,,,high,22.0,24.0,30.0,27.0,,,,,undergraduate and postgraduate,undergraduate and postgraduate,Control group,Intervention group,"Table 1 shows participant demographic characteristics. Control group (n=52): 22 undergraduate (42%), 30 postgraduate (58%). Intervention group (n=51): 21 undergraduate (41%), 30 postgraduate (59%). Entrance English scores also reported.",undergraduate and postgraduate,undergraduate and postgraduate,not_classified,mixed,0.0546
50,050_04,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,SDLS Score 6 weeks,metacognitive,not_reported,50.0,51.0,31.0,,28.0,,,,,,,,,0.05,,RCT,ChatGPT,Semantic Scholar,10.1080/0142159X.2024.2413023,24.8,25.0,2.6,2.0,0.73,,,0.77,,,high,22.0,24.0,30.0,27.0,,,,,undergraduate and postgraduate,undergraduate and postgraduate,Control group,Intervention group,"Table 1 shows participant demographic characteristics. Control group (n=52): 22 undergraduate (42%), 30 postgraduate (58%). Intervention group (n=51): 21 undergraduate (41%), 30 postgraduate (59%). Entrance English scores also reported.",undergraduate and postgraduate,undergraduate and postgraduate,not_classified,mixed,
50,050_05,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,SDLS Score 12 weeks,metacognitive,not_reported,50.0,51.0,33.5,,29.0,,,,,,,,,0.01,,RCT,ChatGPT,Semantic Scholar,10.1080/0142159X.2024.2413023,24.8,25.0,2.6,2.0,0.73,,,0.77,,,high,22.0,24.0,30.0,27.0,,,,,undergraduate and postgraduate,undergraduate and postgraduate,Control group,Intervention group,"Table 1 shows participant demographic characteristics. Control group (n=52): 22 undergraduate (42%), 30 postgraduate (58%). Intervention group (n=51): 21 undergraduate (41%), 30 postgraduate (59%). Entrance English scores also reported.",undergraduate and postgraduate,undergraduate and postgraduate,not_classified,mixed,
50,050_06,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,SDLS Score 14 weeks,metacognitive,not_reported,50.0,51.0,34.4,,28.4,,,,,,,,,<.001,,RCT,ChatGPT,Semantic Scholar,10.1080/0142159X.2024.2413023,24.8,25.0,2.6,2.0,0.73,,,0.77,,,high,22.0,24.0,30.0,27.0,,,,,undergraduate and postgraduate,undergraduate and postgraduate,Control group,Intervention group,"Table 1 shows participant demographic characteristics. Control group (n=52): 22 undergraduate (42%), 30 postgraduate (58%). Intervention group (n=51): 21 undergraduate (41%), 30 postgraduate (59%). Entrance English scores also reported.",undergraduate and postgraduate,undergraduate and postgraduate,not_classified,mixed,
50,050_07,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,CCTS Score 6 weeks,cognitive,analyze,50.0,51.0,25.0,,24.0,,,,,,,,,0.27,,RCT,ChatGPT,Semantic Scholar,10.1080/0142159X.2024.2413023,24.8,25.0,2.6,2.0,0.73,,,0.77,,,high,22.0,24.0,30.0,27.0,,,,,undergraduate and postgraduate,undergraduate and postgraduate,Control group,Intervention group,"Table 1 shows participant demographic characteristics. Control group (n=52): 22 undergraduate (42%), 30 postgraduate (58%). Intervention group (n=51): 21 undergraduate (41%), 30 postgraduate (59%). Entrance English scores also reported.",undergraduate and postgraduate,undergraduate and postgraduate,higher_order,mixed,
50,050_08,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,CCTS Score 12 weeks,cognitive,analyze,50.0,51.0,33.5,,27.0,,,,,,,,,<.001,,RCT,ChatGPT,Semantic Scholar,10.1080/0142159X.2024.2413023,24.8,25.0,2.6,2.0,0.73,,,0.77,,,high,22.0,24.0,30.0,27.0,,,,,undergraduate and postgraduate,undergraduate and postgraduate,Control group,Intervention group,"Table 1 shows participant demographic characteristics. Control group (n=52): 22 undergraduate (42%), 30 postgraduate (58%). Intervention group (n=51): 21 undergraduate (41%), 30 postgraduate (59%). Entrance English scores also reported.",undergraduate and postgraduate,undergraduate and postgraduate,higher_order,mixed,
50,050_09,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,CCTS Score 14 weeks,cognitive,analyze,50.0,51.0,33.0,,26.0,,,,,,,,,<.001,,RCT,ChatGPT,Semantic Scholar,10.1080/0142159X.2024.2413023,24.8,25.0,2.6,2.0,0.73,,,0.77,,,high,22.0,24.0,30.0,27.0,,,,,undergraduate and postgraduate,undergraduate and postgraduate,Control group,Intervention group,"Table 1 shows participant demographic characteristics. Control group (n=52): 22 undergraduate (42%), 30 postgraduate (58%). Intervention group (n=51): 21 undergraduate (41%), 30 postgraduate (59%). Entrance English scores also reported.",undergraduate and postgraduate,undergraduate and postgraduate,higher_order,mixed,
50,050_10,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,GFS Score 6 weeks,affective,not_reported,50.0,51.0,4.65,,4.2,,,,,,,,,<.001,,RCT,ChatGPT,Semantic Scholar,10.1080/0142159X.2024.2413023,24.8,25.0,2.6,2.0,0.73,,,0.77,,,high,22.0,24.0,30.0,27.0,,,,,undergraduate and postgraduate,undergraduate and postgraduate,Control group,Intervention group,"Table 1 shows participant demographic characteristics. Control group (n=52): 22 undergraduate (42%), 30 postgraduate (58%). Intervention group (n=51): 21 undergraduate (41%), 30 postgraduate (59%). Entrance English scores also reported.",undergraduate and postgraduate,undergraduate and postgraduate,not_classified,mixed,
50,050_11,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,GFS Score 12 weeks,affective,not_reported,50.0,51.0,5.3,,4.5,,,,,,,,,<.001,,RCT,ChatGPT,Semantic Scholar,10.1080/0142159X.2024.2413023,24.8,25.0,2.6,2.0,0.73,,,0.77,,,high,22.0,24.0,30.0,27.0,,,,,undergraduate and postgraduate,undergraduate and postgraduate,Control group,Intervention group,"Table 1 shows participant demographic characteristics. Control group (n=52): 22 undergraduate (42%), 30 postgraduate (58%). Intervention group (n=51): 21 undergraduate (41%), 30 postgraduate (59%). Entrance English scores also reported.",undergraduate and postgraduate,undergraduate and postgraduate,not_classified,mixed,
51,051_01,Feedback sources in essay writing: peer-generated or AI-generated feedback?,2024,Seyyed Kazem Banihashem; Nafiseh Taghizadeh Kerman; Omid Noroozi; Jewoong Moon; Hendrik Drachsler,Affective feedback quality,affective,not_reported,146.0,146.0,1.91,0.2,1.93,0.18,-0.1048,0.1171,-0.3344,0.1247,-0.1051,,0.32,0.48,,not_reported,not_reported,OpenAlex,10.1186/s41239-024-00455-4,,,,,,,,,,,low,,,,,,,,,,,Peer feedback,ChatGPT feedback,"Overall sample: 74 graduate students, 77% female (N=57), 23% male (N=17), food sciences program. No baseline demographics table by group found in provided pages.",graduate,graduate,not_classified,graduate,-0.1048
51,051_02,Feedback sources in essay writing: peer-generated or AI-generated feedback?,2024,Seyyed Kazem Banihashem; Nafiseh Taghizadeh Kerman; Omid Noroozi; Jewoong Moon; Hendrik Drachsler,Cognitive-Descriptive feedback quality,cognitive,understand,146.0,146.0,1.91,0.29,2.0,0.0,-0.437757814,0.118434653,-0.669889734,-0.205625895,-0.438893864,,3.25,0.05,0.03,not_reported,not_reported,OpenAlex,10.1186/s41239-024-00455-4,,,,,,,,,,,low,,,,,,,,,,,Peer feedback,ChatGPT feedback,"Overall sample: 74 graduate students, 77% female (N=57), 23% male (N=17), food sciences program. No baseline demographics table by group found in provided pages.",graduate,graduate,lower_order,graduate,-0.437757814
51,051_03,Feedback sources in essay writing: peer-generated or AI-generated feedback?,2024,Seyyed Kazem Banihashem; Nafiseh Taghizadeh Kerman; Omid Noroozi; Jewoong Moon; Hendrik Drachsler,Cognitive-Identification feedback quality,cognitive,understand,146.0,146.0,1.52,0.49,1.29,0.7,0.3797,0.1181,0.1482,0.6111,0.3807,,4.38,0.01,0.02,not_reported,not_reported,OpenAlex,10.1186/s41239-024-00455-4,,,,,,,,,,,low,,,,,,,,,,,Peer feedback,ChatGPT feedback,"Overall sample: 74 graduate students, 77% female (N=57), 23% male (N=17), food sciences program. No baseline demographics table by group found in provided pages.",graduate,graduate,lower_order,graduate,0.3797
51,051_04,Feedback sources in essay writing: peer-generated or AI-generated feedback?,2024,Seyyed Kazem Banihashem; Nafiseh Taghizadeh Kerman; Omid Noroozi; Jewoong Moon; Hendrik Drachsler,Cognitive-Justification feedback quality,cognitive,evaluate,146.0,146.0,0.66,0.32,0.62,0.37,0.1153,0.1171,-0.1143,0.3449,0.1156,,0.24,0.36,,not_reported,not_reported,OpenAlex,10.1186/s41239-024-00455-4,,,,,,,,,,,low,,,,,,,,,,,Peer feedback,ChatGPT feedback,"Overall sample: 74 graduate students, 77% female (N=57), 23% male (N=17), food sciences program. No baseline demographics table by group found in provided pages.",graduate,graduate,higher_order,graduate,0.1153
51,051_05,Feedback sources in essay writing: peer-generated or AI-generated feedback?,2024,Seyyed Kazem Banihashem; Nafiseh Taghizadeh Kerman; Omid Noroozi; Jewoong Moon; Hendrik Drachsler,Constructive feedback quality,cognitive,create,146.0,146.0,1.63,0.44,1.68,0.38,-0.1213,0.1171,-0.3509,0.1083,-0.1216,,0.36,0.26,,not_reported,not_reported,OpenAlex,10.1186/s41239-024-00455-4,,,,,,,,,,,low,,,,,,,,,,,Peer feedback,ChatGPT feedback,"Overall sample: 74 graduate students, 77% female (N=57), 23% male (N=17), food sciences program. No baseline demographics table by group found in provided pages.",graduate,graduate,higher_order,graduate,-0.1213
52,052_01,Generative AI and Essay Writing: Impacts of Automated Feedback on Revision Performance and Engagement,2024,Sumie Chan; Noble Lo; Alan S.L. Wong,Task Score,cognitive,create,342.0,576.0,56.40206,,56.68041,,,,,,,,,,,RCT,ChatGPT,OpenAlex,,,,,,,,,,,,medium,,,,,,,,,first-year,first-year,Control,Feedback,"Overall sample: 918 first-year students, 55% female, 45% male. 342 assigned to feedback group (AI-generated feedback), 576 to control group (generalized guidance). Gender distribution balanced across groups but specific numbers not provided.",undergraduate,undergraduate,higher_order,mixed,
52,052_02,Generative AI and Essay Writing: Impacts of Automated Feedback on Revision Performance and Engagement,2024,Sumie Chan; Noble Lo; Alan S.L. Wong,Revision Score,cognitive,create,342.0,576.0,63.98969,,61.15464,,,,,,,,,,,RCT,ChatGPT,OpenAlex,,,,,,,,,,,,medium,,,,,,,,,first-year,first-year,Control,Feedback,"Overall sample: 918 first-year students, 55% female, 45% male. 342 assigned to feedback group (AI-generated feedback), 576 to control group (generalized guidance). Gender distribution balanced across groups but specific numbers not provided.",undergraduate,undergraduate,higher_order,mixed,
52,052_03,Generative AI and Essay Writing: Impacts of Automated Feedback on Revision Performance and Engagement,2024,Sumie Chan; Noble Lo; Alan S.L. Wong,Difference Score,cognitive,create,342.0,576.0,7.587629,7.477,4.474227,7.157,,,,,,,,0.003604,,RCT,ChatGPT,OpenAlex,,,,,,,,,,,,medium,,,,,,,,,first-year,first-year,Control,Feedback,"Overall sample: 918 first-year students, 55% female, 45% male. 342 assigned to feedback group (AI-generated feedback), 576 to control group (generalized guidance). Gender distribution balanced across groups but specific numbers not provided.",undergraduate,undergraduate,higher_order,mixed,
52,052_04,Generative AI and Essay Writing: Impacts of Automated Feedback on Revision Performance and Engagement,2024,Sumie Chan; Noble Lo; Alan S.L. Wong,Emotion,affective,not_reported,342.0,576.0,4.556701,3.07,3.762887,2.761,,,,,,,,0.0611,,RCT,ChatGPT,OpenAlex,,,,,,,,,,,,medium,,,,,,,,,first-year,first-year,Control,Feedback,"Overall sample: 918 first-year students, 55% female, 45% male. 342 assigned to feedback group (AI-generated feedback), 576 to control group (generalized guidance). Gender distribution balanced across groups but specific numbers not provided.",undergraduate,undergraduate,not_classified,mixed,
52,052_05,Generative AI and Essay Writing: Impacts of Automated Feedback on Revision Performance and Engagement,2024,Sumie Chan; Noble Lo; Alan S.L. Wong,Motivation,affective,not_reported,342.0,576.0,5.051546,3.108,3.350515,2.479,,,,,,,,4.00E-05,,RCT,ChatGPT,OpenAlex,,,,,,,,,,,,medium,,,,,,,,,first-year,first-year,Control,Feedback,"Overall sample: 918 first-year students, 55% female, 45% male. 342 assigned to feedback group (AI-generated feedback), 576 to control group (generalized guidance). Gender distribution balanced across groups but specific numbers not provided.",undergraduate,undergraduate,not_classified,mixed,
52,052_06,Generative AI and Essay Writing: Impacts of Automated Feedback on Revision Performance and Engagement,2024,Sumie Chan; Noble Lo; Alan S.L. Wong,Engagement,behavioral,not_reported,342.0,576.0,4.969072,3.411,3.989691,2.951,,,,,,,,0.0346,,RCT,ChatGPT,OpenAlex,,,,,,,,,,,,medium,,,,,,,,,first-year,first-year,Control,Feedback,"Overall sample: 918 first-year students, 55% female, 45% male. 342 assigned to feedback group (AI-generated feedback), 576 to control group (generalized guidance). Gender distribution balanced across groups but specific numbers not provided.",undergraduate,undergraduate,not_classified,mixed,
53,053_01,How Self-Regulated Learning Is Affected by Feedback Based on Large Language Models: Data-Driven Sustainable Development in Computer Programming Learning,2024,not_reported,Average assignment score,cognitive,apply,32.0,31.0,91.5,3.51,85.613,4.499,1.444,0.2829430383112958,,,1.462,5.801,,<0.001,,quasi-experimental,GPT-3.5,OpenAlex,10.3390/electronics14010194,,,,,,,,,,,medium,,,,,,,,,second-year,second-year,Control,Experimental,"Table 1 shows outcome measures only, not baseline demographics. Participants were second-year computer science students. No baseline demographic comparisons reported.",undergraduate,undergraduate,lower_order,mixed,1.444
53,053_02,How Self-Regulated Learning Is Affected by Feedback Based on Large Language Models: Data-Driven Sustainable Development in Computer Programming Learning,2024,not_reported,Motivation,affective,not_reported,32.0,31.0,5.563,0.982,4.968,1.016,0.5883,0.2574,0.0838,1.0928,0.5957,,,0.02,,quasi-experimental,GPT-3.5,OpenAlex,10.3390/electronics14010194,,,,,,,,,,,medium,,,,,,,,,second-year,second-year,Control,Experimental,"Table 1 shows outcome measures only, not baseline demographics. Participants were second-year computer science students. No baseline demographic comparisons reported.",undergraduate,undergraduate,not_classified,mixed,0.5883
53,053_03,How Self-Regulated Learning Is Affected by Feedback Based on Large Language Models: Data-Driven Sustainable Development in Computer Programming Learning,2024,not_reported,SRL strategy,metacognitive,not_reported,32.0,31.0,4.25,0.984,3.613,1.054,0.6174,0.2579,0.1118,1.123,0.6251,,,0.011,,quasi-experimental,GPT-3.5,OpenAlex,10.3390/electronics14010194,,,,,,,,,,,medium,,,,,,,,,second-year,second-year,Control,Experimental,"Table 1 shows outcome measures only, not baseline demographics. Participants were second-year computer science students. No baseline demographic comparisons reported.",undergraduate,undergraduate,not_classified,mixed,0.6174
53,053_04,How Self-Regulated Learning Is Affected by Feedback Based on Large Language Models: Data-Driven Sustainable Development in Computer Programming Learning,2024,not_reported,Academic performance,cognitive,apply,32.0,31.0,78.696,11.085,72.065,6.153,0.7274,0.2602,0.2174,1.2374,0.7365,,,0.014,,quasi-experimental,GPT-3.5,OpenAlex,10.3390/electronics14010194,,,,,,,,,,,medium,,,,,,,,,second-year,second-year,Control,Experimental,"Table 1 shows outcome measures only, not baseline demographics. Participants were second-year computer science students. No baseline demographic comparisons reported.",undergraduate,undergraduate,lower_order,mixed,0.7274
54,054_01,Impact of ChatGPT on ESL students’ academic writing skills: a mixed methods intervention study,2024,Santosh Mahapatra,Academic Writing Skills - Post-test,cognitive,create,37.0,35.0,20.419,2.575,15.4,1.897,2.1862,0.298,1.6021,2.7702,2.2099,-5.643,,3.30E-07,,RCT,not_reported,Semantic Scholar,10.1186/s40561-024-00295-9,,,,,,,,,,,medium,,,,,,,,,1st year,1st year,CG,EG,"Age range 18-19 years for all participants, first-year science and engineering students, ESL learners. No detailed demographics table found in provided pages.",undergraduate,undergraduate,higher_order,mixed,2.1862
54,054_02,Impact of ChatGPT on ESL students’ academic writing skills: a mixed methods intervention study,2024,Santosh Mahapatra,Academic Writing Skills - Delayed Post-test,cognitive,create,37.0,35.0,20.419,2.575,15.4,1.897,2.1862,0.298,1.6021,2.7702,2.2099,-9.371,,5.54E-14,,RCT,not_reported,Semantic Scholar,10.1186/s40561-024-00295-9,,,,,,,,,,,medium,,,,,,,,,1st year,1st year,CG,EG,"Age range 18-19 years for all participants, first-year science and engineering students, ESL learners. No detailed demographics table found in provided pages.",undergraduate,undergraduate,higher_order,mixed,2.1862
56,056_01,Putting Things into Context: Generative AI-Enabled Context Personalization for Vocabulary Learning Improves Learning Motivation,2024,Joanne Leong; Pat Pataranutaporn; Valdemar Danry; Florian Perteneder; Yaoli Mao; Pattie Maes,Word Count per Example,behavioral,not_reported,89.0,92.0,32.05,6.29,16.85,5.71,2.5218,0.1992,2.1314,2.9122,2.5324,,,,,RCT,not_reported,Semantic Scholar,10.1145/3613904.3642393,,,,,,,,,,,low,144.0,,125.0,,,,,,,,Control,Gen-Sentence/Gen-Story,"Overall demographics reported for 272 participants: 67 aged 18-24, 122 aged 25-34, 15 aged 35-44, etc. 144 women, 125 men. Control n=92, Gen-Sentence n=89, Gen-Story n=91. No baseline comparison table found.",,,not_classified,not_specified,2.5218
56,056_02,Putting Things into Context: Generative AI-Enabled Context Personalization for Vocabulary Learning Improves Learning Motivation,2024,Joanne Leong; Pat Pataranutaporn; Valdemar Danry; Florian Perteneder; Yaoli Mao; Pattie Maes,Word Count per Example - Gen-Story,behavioral,not_reported,91.0,92.0,65.61,12.02,16.85,5.71,3.0,0.308,4.5657,5.7731,5.191,,,,,RCT,not_reported,Semantic Scholar,10.1145/3613904.3642393,,,,,,,,,,,low,144.0,,125.0,,,,,,,,Control,Gen-Sentence/Gen-Story,"Overall demographics reported for 272 participants: 67 aged 18-24, 122 aged 25-34, 15 aged 35-44, etc. 144 women, 125 men. Control n=92, Gen-Sentence n=89, Gen-Story n=91. No baseline comparison table found.",,,not_classified,not_specified,5.1694
56,056_03,Putting Things into Context: Generative AI-Enabled Context Personalization for Vocabulary Learning Improves Learning Motivation,2024,Joanne Leong; Pat Pataranutaporn; Valdemar Danry; Florian Perteneder; Yaoli Mao; Pattie Maes,Engagement Time (seconds/example),behavioral,not_reported,89.0,92.0,38.85,24.71,17.28,10.26,1.1421,0.1603,0.8279,1.4564,1.1469,,,,,RCT,not_reported,Semantic Scholar,10.1145/3613904.3642393,,,,,,,,,,,low,144.0,,125.0,,,,,,,,Control,Gen-Sentence/Gen-Story,"Overall demographics reported for 272 participants: 67 aged 18-24, 122 aged 25-34, 15 aged 35-44, etc. 144 women, 125 men. Control n=92, Gen-Sentence n=89, Gen-Story n=91. No baseline comparison table found.",,,not_classified,not_specified,1.1421
56,056_04,Putting Things into Context: Generative AI-Enabled Context Personalization for Vocabulary Learning Improves Learning Motivation,2024,Joanne Leong; Pat Pataranutaporn; Valdemar Danry; Florian Perteneder; Yaoli Mao; Pattie Maes,Engagement Time (seconds/example) - Gen-Story,behavioral,not_reported,91.0,92.0,43.97,23.42,17.28,10.26,1.4729,0.1667,1.1461,1.7996,1.479,,,,,RCT,not_reported,Semantic Scholar,10.1145/3613904.3642393,,,,,,,,,,,low,144.0,,125.0,,,,,,,,Control,Gen-Sentence/Gen-Story,"Overall demographics reported for 272 participants: 67 aged 18-24, 122 aged 25-34, 15 aged 35-44, etc. 144 women, 125 men. Control n=92, Gen-Sentence n=89, Gen-Story n=91. No baseline comparison table found.",,,not_classified,not_specified,1.4729
56,056_05,Putting Things into Context: Generative AI-Enabled Context Personalization for Vocabulary Learning Improves Learning Motivation,2024,Joanne Leong; Pat Pataranutaporn; Valdemar Danry; Florian Perteneder; Yaoli Mao; Pattie Maes,Flesch-Kincaid Reading Ease,cognitive,understand,89.0,92.0,26.59,17.63,55.99,22.48,-1.4464,0.167,-1.7737,-1.1191,-1.4525,,,,,RCT,not_reported,Semantic Scholar,10.1145/3613904.3642393,,,,,,,,,,,low,144.0,,125.0,,,,,,,,Control,Gen-Sentence/Gen-Story,"Overall demographics reported for 272 participants: 67 aged 18-24, 122 aged 25-34, 15 aged 35-44, etc. 144 women, 125 men. Control n=92, Gen-Sentence n=89, Gen-Story n=91. No baseline comparison table found.",,,lower_order,not_specified,-1.4464
56,056_06,Putting Things into Context: Generative AI-Enabled Context Personalization for Vocabulary Learning Improves Learning Motivation,2024,Joanne Leong; Pat Pataranutaporn; Valdemar Danry; Florian Perteneder; Yaoli Mao; Pattie Maes,Flesch-Kincaid Reading Ease - Gen-Story,cognitive,understand,91.0,92.0,71.82,10.9,55.99,22.48,0.8908,0.155,0.587,1.1947,0.8946,,,,,RCT,not_reported,Semantic Scholar,10.1145/3613904.3642393,,,,,,,,,,,low,144.0,,125.0,,,,,,,,Control,Gen-Sentence/Gen-Story,"Overall demographics reported for 272 participants: 67 aged 18-24, 122 aged 25-34, 15 aged 35-44, etc. 144 women, 125 men. Control n=92, Gen-Sentence n=89, Gen-Story n=91. No baseline comparison table found.",,,lower_order,not_specified,0.8908
57,057_01,Supporting Self-Reflection at Scale with Large Language Models: Insights from Randomized Field Experiments in Classrooms,2024,Harsh Kumar; Ruiwei Xiao; Benjamin Lawson; Ilya Musabirov; Jiakai Shi; Xinyuan Wang; Huayin Luo; J. Williams; Anna N. Rafferty; John Stamper; Michael Liut,not_reported,not_reported,not_reported,,,,,,,,,,,,,,,,RCT,ChatGPT,Semantic Scholar,,,,,,,,,,,,low,,,,,,,,,,,,,"Study conducted in undergraduate computer science courses, but baseline demographic tables not visible in provided pages",undergraduate,undergraduate,not_classified,mixed,
58,058_01,The Effects of Generative AI Agents and Scaffolding on Enhancing Students' Comprehension of Visual Learning Analytics,2024,Lixiang Yan; Roberto Martinez-Maldonado; Yueqiao Jin; Vanessa Echeverria; Mikaela Milesi; Jie Fan; Linxuan Zhao; Riordan Alfredo; Xinyu Li; Dragan Gašević,not_reported,not_reported,not_reported,,,,,,,,,,,,,,,,RCT,ChatGPT,arXiv,,,,,,,,,,,,low,,,,,,,,,,,DS,GAI/DSAI,"No baseline demographics table found. Text mentions 117 total participants, overall gender: 68 female, 48 male, 1 non-binary. Three conditions: DS, GAI, DSAI. Baseline demographics table may be in earlier pages not provided.",higher education students with healthcare/medical/nursing backgrounds,higher education students with healthcare/medical/nursing backgrounds,not_classified,not_specified,
59,059_01,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Ethical standards,affective,not_reported,52.0,47.0,36.95,36.95,64.44,543.5,-0.0727,0.2013,-0.4673,0.3219,-0.0733,,,<.000,,quasi-experimental,ChatGPT,Semantic Scholar,10.1097/CIN.0000000000001177,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate,not_classified,mixed,-0.0727
59,059_02,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Nursing processes,cognitive,apply,52.0,47.0,35.69,35.69,65.83,478.0,-0.0906,0.2014,-0.4853,0.3041,-0.0913,,,<.000,,quasi-experimental,ChatGPT,Semantic Scholar,10.1097/CIN.0000000000001177,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate,lower_order,mixed,-0.0906
59,059_03,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Knowledge of professional standards,cognitive,remember,52.0,47.0,47.09,47.09,53.22,1070.5,-0.0082,0.2013,-0.4027,0.3862,-0.0083,,,0.26,,quasi-experimental,ChatGPT,Semantic Scholar,10.1097/CIN.0000000000001177,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate,lower_order,mixed,-0.0082
